,name,price,status,shipping,free_returns,items_sold
254,"Panasonic RP-HT21 On Ear Lightweight Headphones with XBS, Black/Silver",998,Brand New,0,True,
255,Beats by Dr. Dre - Beats Studio³ Wireless Noise Cancelling Headphones - Matte...,,Brand New,0,False,
256,Sony Wireless WI-C300 Headphones In-Ear Earbuds Bluetooth Earphone WIC300 (NEW),1596,New (Other),,True,207
257,NEW Beats by Dr. Dre Powerbeats 3 In-Ear Wireless Bluetooth Headphones - Black,4995,New (Other),0,True,
258,Bose Soundsport Free Wireless Headphones Replacement Earbuds/Charging Case Color,6495,Pre-Owned,0,False,337
259,Mini Bluetooth 5.0 Wireless Headset TWS Earphones Stereo Headphones Earbuds,1239,Brand New,,False,
260,Soundcore Liberty 2 Wireless Earbuds Bluetooth 5.0 In-Ear Headphones Clear Calls,4999,Brand New,0,False,0
261,Bose SoundSport Wireless NFC Earphones In Ear Bluetooth Headphones -Black,5499,New (Other),0,True,138
262,NEW Mini Stereo Lightweight Headphones On-ear with 4 ft. Cord @ FREE FAST SHIP,950,Brand New,0,True,234
263,TWS Bluetooth 5.0 Wireless Earphones Stereo Headset Mini In-Ear For iOS Android,699,Brand New,99,False,963
264,Jabra Elite 75t True Wireless In-Ear Headphones - Gold Beige,4499,Refurbished,0,True,0
265,HIFI Super Bass Headset 3.5mm In-Ear Earphone Stereo Earbuds Headphone Wired,368,Brand New,,False,307
266,JBL Headphones HARMAN TUNE 500 Pure Bass Sound Wired On-Ear Remote Mic Bass,2650,Brand New,0,False,0
267,Bose SoundSport Wireless In Ear Bluetooth Headphones,5799,New (Other),,True,
268,Mpow Flame2 Wireless Bluetooth 5.0 Headset Sport Headphones Ear Hook Earphones,1233,Brand New,0,False,
269,2pcs For Samsung Handsfree Wired Headphones Earphones Earbud with Mic-White,949,Brand New,,True,4250
270,JBL Endurance Peak True Wireless In-Ear Headphones Black,3458,Refurbished,,False,0
271,Wireless Bluetooth 5.0 Over Ear Headphone Stereo Noise Canceling Headset w Mic ,2096,Brand New,0,True,
272,Wired 3.5mm LED Headphones With Mic Stereo Super Bass Headset Over the Ear,2971,Brand New,0,True,
